C:\Users\Derrick Inyangala\Desktop\Self_Driving\Data\IMG\center_2019_07_30_16_54_06_317.jpg, C:\Users\Derrick Inyangala\Desktop\Self_Driving\Data\IMG\left_2019_07_30_16_54_06_317.jpg, C:\Users\Derrick Inyangala\Desktop\Self_Driving\Data\IMG\right_2019_07_30_16_54_06_317.jpg, 0, 0, 0, 7.827445E-05
C:\Users\Derrick Inyangala\Desktop\Self_Driving\Data\IMG\center_2019_07_30_16_54_06_469.jpg, C:\Users\Derrick Inyangala\Desktop\Self_Driving\Data\IMG\left_2019_07_30_16_54_06_469.jpg, C:\Users\Derrick Inyangala\Desktop\Self_Driving\Data\IMG\right_2019_07_30_16_54_06_469.jpg, 0, 0, 0, 7.891157E-05
C:\Users\Derrick Inyangala\Desktop\Self_Driving\Data\IMG\center_2019_07_30_16_54_06_597.jpg, C:\Users\Derrick Inyangala\Desktop\Self_Driving\Data\IMG\left_2019_07_30_16_54_06_597.jpg, C:\Users\Derrick Inyangala\Desktop\Self_Driving\Data\IMG\right_2019_07_30_16_54_06_597.jpg, 0, 0, 0, 7.770828E-05
C:\Users\Derrick Inyangala\Desktop\Self_Driving\Data\IMG\center_2019_07_30_16_54_06_704.jpg, C:\Users\Derrick Inyangala\Desktop\Self_Driving\Data\IMG\left_2019_07_30_16_54_06_704.jpg, C:\Users\Derrick Inyangala\Desktop\Self_Driving\Data\IMG\right_2019_07_30_16_54_06_704.jpg, 0, 0, 0, 7.789879E-05
C:\Users\Derrick Inyangala\Desktop\Self_Driving\Data\IMG\center_2019_07_30_16_54_06_809.jpg, C:\Users\Derrick Inyangala\Desktop\Self_Driving\Data\IMG\left_2019_07_30_16_54_06_809.jpg, C:\Users\Derrick Inyangala\Desktop\Self_Driving\Data\IMG\right_2019_07_30_16_54_06_809.jpg, 0, 0, 0, 8.55488E-05
C:\Users\Derrick Inyangala\Desktop\Self_Driving\Data\IMG\center_2019_07_30_16_54_06_917.jpg, C:\Users\Derrick Inyangala\Desktop\Self_Driving\Data\IMG\left_2019_07_30_16_54_06_917.jpg, C:\Users\Derrick Inyangala\Desktop\Self_Driving\Data\IMG\right_2019_07_30_16_54_06_917.jpg, 0, 0, 0, 7.78306E-05
C:\Users\Derrick Inyangala\Desktop\Self_Driving\Data\IMG\center_2019_07_30_16_54_07_027.jpg, C:\Users\Derrick Inyangala\Desktop\Self_Driving\Data\IMG\left_2019_07_30_16_54_07_027.jpg, C:\Users\Derrick Inyangala\Desktop\Self_Driving\Data\IMG\right_2019_07_30_16_54_07_027.jpg, 0, 0, 0, 7.774053E-05
C:\Users\Derrick Inyangala\Desktop\Self_Driving\Data\IMG\center_2019_07_30_16_54_07_131.jpg, C:\Users\Derrick Inyangala\Desktop\Self_Driving\Data\IMG\left_2019_07_30_16_54_07_131.jpg, C:\Users\Derrick Inyangala\Desktop\Self_Driving\Data\IMG\right_2019_07_30_16_54_07_131.jpg, 0, 0, 0, 8.323407E-05
C:\Users\Derrick Inyangala\Desktop\Self_Driving\Data\IMG\center_2019_07_30_16_54_07_234.jpg, C:\Users\Derrick Inyangala\Desktop\Self_Driving\Data\IMG\left_2019_07_30_16_54_07_234.jpg, C:\Users\Derrick Inyangala\Desktop\Self_Driving\Data\IMG\right_2019_07_30_16_54_07_234.jpg, 0, 0, 0, 7.821608E-05
C:\Users\Derrick Inyangala\Desktop\Self_Driving\Data\IMG\center_2019_07_30_16_54_07_335.jpg, C:\Users\Derrick Inyangala\Desktop\Self_Driving\Data\IMG\left_2019_07_30_16_54_07_335.jpg, C:\Users\Derrick Inyangala\Desktop\Self_Driving\Data\IMG\right_2019_07_30_16_54_07_335.jpg, 0, 0, 0, 7.939345E-05
C:\Users\Derrick Inyangala\Desktop\Self_Driving\Data\IMG\center_2019_07_30_16_54_07_436.jpg, C:\Users\Derrick Inyangala\Desktop\Self_Driving\Data\IMG\left_2019_07_30_16_54_07_436.jpg, C:\Users\Derrick Inyangala\Desktop\Self_Driving\Data\IMG\right_2019_07_30_16_54_07_436.jpg, 0, 0, 0, 7.814711E-05
C:\Users\Derrick Inyangala\Desktop\Self_Driving\Data\IMG\center_2019_07_30_16_54_07_542.jpg, C:\Users\Derrick Inyangala\Desktop\Self_Driving\Data\IMG\left_2019_07_30_16_54_07_542.jpg, C:\Users\Derrick Inyangala\Desktop\Self_Driving\Data\IMG\right_2019_07_30_16_54_07_542.jpg, 0, 0, 0, 7.808574E-05
C:\Users\Derrick Inyangala\Desktop\Self_Driving\Data\IMG\center_2019_07_30_16_54_07_646.jpg, C:\Users\Derrick Inyangala\Desktop\Self_Driving\Data\IMG\left_2019_07_30_16_54_07_646.jpg, C:\Users\Derrick Inyangala\Desktop\Self_Driving\Data\IMG\right_2019_07_30_16_54_07_646.jpg, 0, 0, 0, 8.018382E-05
